Publisher Name,Publisher Registry Id,Transaction - Commitment (with valid data),Transaction - Disbursement or Expenditure (with valid data),Transaction - Traceability (with valid data),Budget (with valid data),Average (with valid data),Transaction - Commitment (with any data),Transaction - Disbursement or Expenditure (with any data),Transaction - Traceability (with any data),Budget (with any data),Average (with any data)
PAX,pax,88.46153846153845,100.0,96.15384615384616,100.0,96.15384615384616,88.46153846153845,100.0,96.15384615384616,100.0,96.15384615384616
Peace Brigades International,pbi_io,-,-,-,-,0.0,-,-,-,-,0.0
Peace Direct,peacedirect,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
PEAS (Promoting Equality in African Schools),peas,0.0,100.0,0.0,66.66666666666666,41.666666666666664,0.0,100.0,0.0,100.0,50.0
Pegasys Limited,pegasys-eu,100.0,100.0,50.0,100.0,87.5,100.0,100.0,50.0,100.0,87.5
Penal Reform International,pri,-,-,-,-,0.0,-,-,-,-,0.0
People In Aid,peopleinaid,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
People in Need,pin,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
People's Process on Housing and Poverty in Zambia,pphpz,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Perhimpunan Pengembangan Media Nusantara,ja_ppmn,0.0,-,0.0,100.0,25.0,0.0,-,0.0,100.0,25.0
PHASE Nepal,phase-nepal,-,-,-,-,0.0,-,-,-,-,0.0
PHASE Worldwide,phase_worldwide,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Plan International Belgium,pib,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Plan International Finland,planinternationalfinland,-,-,-,-,0.0,-,-,-,-,0.0
Plan International Netherlands,plannlno,92.10526315789474,98.48484848484848,78.26086956521739,96.05263157894737,91.22590319672699,92.10526315789474,98.48484848484848,78.26086956521739,96.05263157894737,91.22590319672699
Plan International UK,plan_uk,0.0,85.41666666666666,5.454545454545454,97.22222222222221,47.02335858585858,0.0,85.41666666666666,5.454545454545454,97.22222222222221,47.02335858585858
Plan International USA,plan_usa,50.0,100.0,0.0,100.0,62.5,50.0,100.0,0.0,100.0,62.5
Plan Ireland Charitable Assistance Limited,plan_ireland,-,-,-,-,0.0,-,-,-,-,0.0
PlanBørnefonden,plb,0.0,-,100.0,100.0,50.0,0.0,-,100.0,100.0,50.0
Plataforma Moçambicana da Água (PLAMA),plama,-,-,-,-,0.0,-,-,-,-,0.0
Plateforme des Acteurs de la Société Civile au BENIN,pascib_benin,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
PONT,pont,-,-,-,-,0.0,-,-,-,-,0.0
Pontis Foundation,pontis,-,-,-,-,0.0,-,-,-,-,0.0
Population Media Center,pmc,0.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,50.0,12.5
Population Service International,psi,50.0,16.666666666666664,100.0,66.66666666666666,58.33333333333333,50.0,16.666666666666664,100.0,66.66666666666666,58.33333333333333
Population Services and Training Centre (PSTC),pstc_1102,0.0,0.0,50.0,100.0,37.5,0.0,0.0,50.0,100.0,37.5
Population Services Kenya,pskenya_19,0.0,73.68421052631578,0.0,100.0,43.421052631578945,0.0,73.68421052631578,0.0,100.0,43.421052631578945
Positive Vibes Trust,pv,12.5,87.5,100.0,100.0,75.0,12.5,87.5,100.0,100.0,75.0
PositiveNegatives,posneg,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Power International,power,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
PPAG,ppag_123,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
PRACTICA Foundation,practica,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Practical Action,pa,0.0,98.95833333333334,100.0,100.0,74.73958333333334,0.0,98.95833333333334,100.0,100.0,74.73958333333334
Pragya India,pragya,-,-,-,-,0.0,-,-,-,-,0.0
PRI Association,pri_icf,-,-,-,-,0.0,-,-,-,-,0.0
PricewaterhouseCoopers Private Limited India,pwcplindia,0.0,75.0,40.0,100.0,53.75,0.0,75.0,40.0,100.0,53.75
Prince Claus Fund,pcf,8.695652173913043,0.0,50.0,82.6086956521739,35.326086956521735,8.695652173913043,0.0,50.0,82.6086956521739,35.326086956521735
Private Infrastructure Development Group,pidg,94.57364341085271,30.158730158730158,87.2,100.0,77.98309339239572,94.57364341085271,30.158730158730158,87.2,100.0,77.98309339239572
Programming Their Future,p-t-f-,-,-,-,-,0.0,-,-,-,-,0.0
Progressio (closed),progressio,0.0,100.0,0.0,0.0,25.0,0.0,100.0,0.0,50.0,37.5
Project Harar,phe,-,-,-,-,0.0,-,-,-,-,0.0
Promundo-US,pmo-us,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Prospero Limited,prospero,-,-,-,-,0.0,-,-,-,-,0.0
Protecting Families Against HIV/AIDS,prefa_1,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Protos,protos,-,-,-,-,0.0,-,-,-,-,0.0
Public International Law & Policy Group,pilpg,0.0,-,-,100.0,25.0,0.0,-,-,100.0,25.0
Publish What You Fund,pwyf,0.0,100.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,25.0
PUM Netherlands,pumnl,-,-,-,-,0.0,-,-,-,-,0.0
Pump Aid,pumpaid,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
PwC,pwc,0.0,87.5,85.71428571428571,62.5,58.92857142857143,0.0,87.5,85.71428571428571,62.5,58.92857142857143
Queen Rania Foundation for Education and Development,qrfed,0.0,100.0,-,0.0,25.0,0.0,100.0,-,0.0,25.0
Quinoa,quinoa,-,-,-,-,0.0,-,-,-,-,0.0
Rabo Partnerships,rabo_partnerships,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Radio La Benevolencija,rlb,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Rahnuma-Family Planning Assocation of Pakistan,rfpap,-,-,-,-,0.0,-,-,-,-,0.0
Railway Children,rc,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Railway Children Africa,rc2africa,-,-,-,-,0.0,-,-,-,-,0.0
RAIN Foundation (former),rainfoundation,6.666666666666667,80.0,-,100.0,46.66666666666667,6.666666666666667,80.0,-,100.0,46.66666666666667
Rainforest Action Network,ran,-,-,-,-,0.0,-,-,-,-,0.0
Rainforest Alliance,rainforest-alliance,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Rainforest Foundation UK,rfuk,-,-,-,-,0.0,-,-,-,-,0.0
Raleigh International,raleigh_int,50.0,100.0,0.0,100.0,62.5,50.0,100.0,0.0,100.0,62.5
RCN Justice & Démocratie,rcn,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Reach A Hand Uganda,rahuug,0.0,80.0,-,0.0,20.0,0.0,80.0,-,0.0,20.0
Red Cross Red Crescent Climate Centre,climate_centre,-,-,-,-,0.0,-,-,-,-,0.0
RedOrange Media and Communications,redorange,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
RedR UK,redruk,-,-,-,-,0.0,-,-,-,-,0.0
Regional Advisory Information and Network Systems,rains,0.0,50.0,100.0,100.0,62.5,0.0,50.0,100.0,100.0,62.5
"Rehabilitation, Education and Community Health (REACH)",reach-iraq,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
Relief International UK,ri-uk,50.0,100.0,25.0,100.0,68.75,50.0,100.0,25.0,100.0,68.75
Rene Moawad Foundation,rmf-lb,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Republic of Korea,odakorea,90.48773099060891,96.05678233438486,100.0,98.66707058467131,96.30289597741627,90.54831869130567,96.05678233438486,100.0,98.66707058467131,96.31804290259046
Resilience,resilience,-,-,-,-,0.0,-,-,-,-,0.0
Resource Extraction Monitoring,rem,-,-,-,-,0.0,-,-,-,-,0.0
Responsible Mining Foundation,rmf,-,-,-,-,0.0,-,-,-,-,0.0
Restart Center,restartcenter,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Restless Development,restless,50.0,100.0,50.0,100.0,75.0,50.0,100.0,50.0,100.0,75.0
Results for Development,r4d,11.11111111111111,88.88888888888889,100.0,100.0,75.0,11.11111111111111,88.88888888888889,100.0,100.0,75.0
Retrak,retrak,-,-,-,-,0.0,-,-,-,-,0.0
Right to Play Netherlands Foundation,rtp,-,-,-,-,0.0,-,-,-,-,0.0
Rights and Resources Initaitive,rri,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Rikolto,rikolto,92.3076923076923,100.0,-,100.0,73.07692307692308,92.3076923076923,100.0,-,100.0,73.07692307692308
Rikolto in Belgium,rikolto_belgium,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Riverrecycle Oy,riverrecycle,100.0,-,0.0,100.0,50.0,100.0,-,0.0,100.0,50.0
Rocky Mountain Institute,rmi,-,-,-,-,0.0,-,-,-,-,0.0
Rode Kruis-Vlaanderen Internationaal vzw,rkiv,83.33333333333334,100.0,-,100.0,70.83333333333334,83.33333333333334,100.0,-,100.0,70.83333333333334
Rojiroti UK,rojiroti,-,-,-,-,0.0,-,-,-,-,0.0
Romania Ministry of Foreign Affairs,uasd,-,-,-,-,0.0,-,-,-,-,0.0
Rotary Clubs For Development,rc4d,-,-,-,-,0.0,-,-,-,-,0.0
Royal College of General Practitioners (RCGP),rcgp-international,-,-,-,-,0.0,-,-,-,-,0.0
Royal College of Obstetricians & Gynaecologists,rcog_resilience_in_obstetric_skills,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Royal Commonwealth Ex-Sevices League,rcel,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Royal Institute of International Affairs,riia,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
Royal National Lifeboat Institution (RNLI),rnli_international,-,-,-,-,0.0,-,-,-,-,0.0
Royal Netherlands Football Association,knvb,-,-,-,-,0.0,-,-,-,-,0.0
Royal Society for the Protection of Birds,rspb_,-,-,-,-,0.0,-,-,-,-,0.0
Royal Tropical Institute,kit,58.333333333333336,83.33333333333334,47.61904761904761,95.83333333333334,71.27976190476191,58.333333333333336,83.33333333333334,47.61904761904761,95.83333333333334,71.27976190476191
RUAF Foundation,ruaf,-,-,-,-,0.0,-,-,-,-,0.0
Rutgers,rutgers,71.875,100.0,100.0,96.875,92.1875,71.875,100.0,100.0,96.875,92.1875
Sabre Education Limited,sct,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Saferworld,saferworld,84.7457627118644,94.82758620689656,91.52542372881356,93.22033898305084,91.07977790765634,84.7457627118644,94.82758620689656,91.52542372881356,93.22033898305084,91.07977790765634
Samaritan's Purse UK,spuk,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Samir Kassir Foundation,skf,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
Sana'a Center for Strategic Studies,scss,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Satellite Applications Catapult Ltd,satelliteapplicationscatapultltd,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Savana Signatures,savsign-org,-,-,-,-,0.0,-,-,-,-,0.0
Save the Children DK,redbarnet,0.0,0.0,100.0,0.0,25.0,0.0,0.0,100.0,0.0,25.0
Save the Children International,sci,50.0,54.83870967741935,100.0,50.0,63.70967741935484,50.0,54.83870967741935,100.0,50.0,63.70967741935484
Save the Children Netherlands,scnl,90.2439024390244,0.0,100.0,100.0,72.5609756097561,90.2439024390244,0.0,100.0,100.0,72.5609756097561
Save the Children UK,scuk,14.227642276422763,69.0909090909091,2.484472049689441,13.414634146341465,24.80441439084069,14.227642276422763,69.0909090909091,2.484472049689441,13.414634146341465,24.80441439084069
SCI Projets Internationaux ASBL_Service Civil International branche belge,scibelgium,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Scotland's International Development Alliance,sinda,-,-,-,-,0.0,-,-,-,-,0.0
Scottish Catholic International Aid Fund (SCIAF),sciaf,33.33333333333333,100.0,83.33333333333334,100.0,79.16666666666666,33.33333333333333,100.0,83.33333333333334,100.0,79.16666666666666
"SDSN Association, Inc.",sdsna,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Search for Common Ground (SFCG),sfcg,81.25,93.75,93.33333333333333,100.0,92.08333333333333,81.25,93.75,93.33333333333333,100.0,92.08333333333333
SECOURS CATHOLIQUE - CARITAS FRANCE,sccf,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Secrétariat de Concertation des Organisations Non Gouvernementales Maliennes,seco-ong-mali,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Secrétariat Permanent des Organisation non-gouvernementales du Burkina Faso (SPONG-BURKINA),spong-burkina,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Seefar,seefar,0.0,50.0,-,0.0,12.5,0.0,50.0,-,0.0,12.5
SeeYou Foundation,syf,25.0,100.0,100.0,100.0,81.25,25.0,100.0,100.0,100.0,81.25
Sehat Kahani (Community Innovation Hub),sehatkahanicih,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Self Help Africa,self-help-africa,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Send a Cow,sendacow,0.0,83.33333333333334,0.0,100.0,45.833333333333336,0.0,83.33333333333334,0.0,100.0,45.833333333333336
Send a Cow Ethiopia,sacethiopia,-,-,-,-,0.0,-,-,-,-,0.0
Send a Cow Kenya,sac_kenya,-,-,-,-,0.0,-,-,-,-,0.0
Send a Cow Uganda,sacu,0.0,100.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,25.0
Sense International,sense_international,0.0,100.0,80.0,100.0,70.0,0.0,100.0,80.0,100.0,70.0
Sensorial Handicap Cooperation,shc,-,-,-,-,0.0,-,-,-,-,0.0
Sexual Reproductive Health and Rights Africa Trust,srhr_africa_trust,0.0,81.81818181818183,33.33333333333333,100.0,53.78787878787879,0.0,81.81818181818183,33.33333333333333,100.0,53.78787878787879
Shack Dwellers International - Kenya,sdi-k,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ShelterBox,shelterbox,-,-,-,-,0.0,-,-,-,-,0.0
Shift Project Ltd.,shiftproject,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Shortlist Professionals Limited,shortlistogti,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Shtrii Shakti,shtrii_shakti,-,-,-,-,0.0,-,-,-,-,0.0
Sightsavers,ss-org,100.0,100.0,9.433962264150944,100.0,77.35849056603774,100.0,100.0,9.433962264150944,100.0,77.35849056603774
Signal,signal,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
SIHA Network,siharegional,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SIHA-South Sudan,siha-southsudan,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
siiqqee Women's Development Association,swda,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Silsab Foundation,silsab1-_,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Simavi,simavi,94.11764705882352,-,-,100.0,48.529411764705884,94.11764705882352,-,-,100.0,48.529411764705884
Simprints,simprints,-,-,-,-,0.0,-,-,-,-,0.0
Siren Associates,siren,-,-,-,-,0.0,-,-,-,-,0.0
Sisonke National Sex Workers Movement,sisonke,33.33333333333333,66.66666666666666,100.0,100.0,75.0,33.33333333333333,66.66666666666666,100.0,100.0,75.0
Slovenia - Ministry of Foreign Affairs,si-mfa,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Slum Dwellers International,sdi-int,50.0,50.0,0.0,100.0,50.0,50.0,50.0,0.0,100.0,50.0
Small Arms Survey,sas_sana,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
SNV Netherlands Development Organisation,snv,40.0,20.0,84.0,100.0,61.0,40.0,20.0,84.0,100.0,61.0
SOAS University of London,soas,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Sociaal-Economische Raad,ser,14.285714285714285,0.0,85.71428571428571,14.285714285714285,28.57142857142857,14.285714285714285,0.0,85.71428571428571,14.285714285714285,28.57142857142857
Social Accountability International,social_accountability_international,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Social Development Direct Limited,sddirect,0.0,12.5,73.33333333333333,87.5,43.33333333333333,0.0,12.5,73.33333333333333,87.5,43.33333333333333
"Social Fund for Development, Yemen",sfd-yemen,0.0,-,-,0.0,0.0,0.0,-,-,100.0,25.0
Social Impact Lab CIC,simlab,50.0,50.0,0.0,100.0,50.0,50.0,50.0,0.0,100.0,50.0
Social Watch Benin,swb_1,-,-,-,-,0.0,-,-,-,-,0.0
Société Nationale des eaux du Bénin (SONEB),soneb-benin,-,-,-,-,0.0,-,-,-,-,0.0
SolarNow Services (U) Ltd,solarnowsofa,0.0,25.0,66.66666666666666,100.0,47.916666666666664,0.0,25.0,66.66666666666666,100.0,47.916666666666664
Solidagro,solidagro_admin,-,-,-,-,0.0,-,-,-,-,0.0
Solidar Suisse,solidarsuisse,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Solidaridad,solidaridad,93.7984496124031,89.0625,100.0,98.44961240310077,95.32764050387597,93.7984496124031,89.0625,100.0,98.44961240310077,95.32764050387597
Solidaridad Europe,solidaridad-europe,100.0,100.0,100.0,87.5,96.875,100.0,100.0,100.0,87.5,96.875
Solidaridad South & South-East Asia,solidaridad-ssea,-,-,-,-,0.0,-,-,-,-,0.0
Solidaridad West Africa,solidaridad-waf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Solidarites International,solidarites-international,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Solsoc,solsoc,-,-,-,-,0.0,-,-,-,-,0.0
Soluciones en Legislación y Política Ambiental AC,polea,-,-,-,-,0.0,-,-,-,-,0.0
Sonke Gender Justice,sjg,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SOS Børnebyerne,sosdk,0.0,-,100.0,0.0,25.0,0.0,-,100.0,0.0,25.0
SOS Children's Villages Kenya,soscvkenya,-,-,-,-,0.0,-,-,-,-,0.0
SOS Children's Villages The Netherlands,sosnl,73.33333333333333,55.55555555555556,92.85714285714286,93.33333333333333,78.76984126984127,73.33333333333333,55.55555555555556,92.85714285714286,93.33333333333333,78.76984126984127
SOS FAIM - SOS HUNGER,sosfaim,-,-,-,-,0.0,-,-,-,-,0.0
SOS Italia,sosvdb_italia,-,-,-,-,0.0,-,-,-,-,0.0
SOS Jeunesse et Défis,sosjd6,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
SOS Kinderdorpen België / SOS Villages d'Enfants Belgique,svdbskb_admin,-,-,-,-,0.0,-,-,-,-,0.0
SOS Sahel International UK,sossaheluk,-,-,-,-,0.0,-,-,-,-,0.0
Sound Seekers Limited,soundseekers,-,-,-,-,0.0,-,-,-,-,0.0
South African Network of People who Use Drugs,sanpud,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
South Asian Women Development Forum,sawdf-admin,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
South West International Development Network,swidn,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Southern African Catholic Bishops' Conference Aids Office,sacbc,0.0,-,0.0,100.0,25.0,0.0,-,0.0,100.0,25.0
SouthSouthNorth,ssn,100.0,-,-,100.0,50.0,100.0,-,-,100.0,50.0
Sowt podcasting and training L.L.C,sowt,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Spain - Ministry of Foreign Affairs and Cooperation,maec,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Spanish Agency for International Development Cooperation (AECID),aecid,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SPARK,spark,66.66666666666666,100.0,100.0,100.0,91.66666666666666,66.66666666666666,100.0,100.0,100.0,91.66666666666666
Special Hope Network,shn,-,-,-,-,0.0,-,-,-,-,0.0
Stakeholder Democracy Network,sdn,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
STAR-Ghana Foundation,star_ghanafoundation,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Stars Foundation,starsfoundation,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
STC International,stc-international,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Stellenbosch University,su-impala,-,-,-,-,0.0,-,-,-,-,0.0
Stichting ActionAId,aanl,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Aflatoun International,aflatoun,-,-,-,-,0.0,-,-,-,-,0.0
Stichting Agriterra,agriterra,20.833333333333336,100.0,100.0,39.58333333333333,65.10416666666667,20.833333333333336,100.0,100.0,39.58333333333333,65.10416666666667
Stichting Aidenvironment,aidenvironment,-,-,-,-,0.0,-,-,-,-,0.0
Stichting Beheer Subsidiegelden DRA,stichting-subsidiegelden-dra,-,-,-,-,0.0,-,-,-,-,0.0
Stichting Deltares,deltares,16.666666666666664,0.0,100.0,33.33333333333333,37.5,16.666666666666664,0.0,100.0,33.33333333333333,37.5
Stichting Fern,stichtingfern,13.636363636363635,90.9090909090909,100.0,100.0,76.13636363636364,13.636363636363635,90.9090909090909,100.0,100.0,76.13636363636364
Stichting fondsbeheer DGGF lokaal MKB,dggf_financing_local_smes,21.27659574468085,47.72727272727273,98.9247311827957,48.93617021276596,54.21619246687881,21.27659574468085,47.72727272727273,98.9247311827957,48.93617021276596,54.21619246687881
Stichting Habitat for Humanity Nederland,hfhnl,0.0,-,100.0,100.0,50.0,0.0,-,100.0,100.0,50.0
Stichting Health Action International,hai,50.0,50.0,100.0,50.0,62.5,50.0,50.0,100.0,50.0,62.5
Stichting Humana,humana_houben,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Stichting Kinderpostzegels Nederland,skn,-,-,-,-,0.0,-,-,-,-,0.0
Stichting Leprazending Nederland - The Leprosy Mission Netherlands,leprazending-tlm-nl,25.0,100.0,100.0,100.0,81.25,25.0,100.0,100.0,100.0,81.25
Stichting Liliane Fonds,slf,100.0,85.71428571428571,100.0,100.0,96.42857142857143,100.0,85.71428571428571,100.0,100.0,96.42857142857143
Stichting Mayday Rescue Foundation,maydayrescue,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Stichting Nederlands Instituut voor Internationale Betrekkingen 'Clingendael',clingendael,0.0,33.33333333333333,100.0,75.0,52.08333333333333,0.0,33.33333333333333,100.0,75.0,52.08333333333333
Stichting Onderzoek Multinationale Ondernemingen (SOMO),somo,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Red een Kind,redeenkind,100.0,100.0,71.42857142857143,100.0,92.85714285714286,100.0,100.0,71.42857142857143,100.0,92.85714285714286
Stichting RNW Media,rnw_org,80.0,80.0,100.0,100.0,90.0,80.0,80.0,100.0,100.0,90.0
Stichting Vluchteling,st_vluchteling,100.0,100.0,54.166666666666664,95.83333333333334,87.5,100.0,100.0,54.166666666666664,95.83333333333334,87.5
Stichting VSO Nederland,vso_nl,100.0,85.71428571428571,100.0,100.0,96.42857142857143,100.0,85.71428571428571,100.0,100.0,96.42857142857143
Stichting VU Amsterdam - Amsterdam Centre for World Food Studies,acwfs_vu,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Stichting Wilde Ganzen/ IKON,nl_wg,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Stichting Wings For Aid Foundation,wfaf,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Stichting Woord en Daad,w-d,87.5,83.33333333333334,14.285714285714285,100.0,71.2797619047619,87.5,83.33333333333334,14.285714285714285,100.0,71.2797619047619
Stockholm International Water Institute,siwi,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Street Child,street_child,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
StreetInvest,si,-,-,-,-,0.0,-,-,-,-,0.0
Stromme Foundation,stromme_ug,-,-,-,-,0.0,-,-,-,-,0.0
Studio Globo,sg,-,-,-,-,0.0,-,-,-,-,0.0
Support Trust for Africa Development (STAD),stad,-,-,-,-,0.0,-,-,-,-,0.0
Survivors Fund (SURF),surf,0.0,50.0,0.0,50.0,25.0,0.0,100.0,0.0,100.0,50.0
Sustainable Development Institute,sdi,100.0,50.0,66.66666666666666,100.0,79.16666666666666,100.0,50.0,66.66666666666666,100.0,79.16666666666666
Sustainable Hospitality Alliance,sha,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
"Sweden, through Swedish International Development Cooperation Agency (Sida)",sida,96.96179223569126,93.31621813031161,100.0,84.76292772748198,93.76023452337122,96.96179223569126,93.31621813031161,100.0,84.76292772748198,93.76023452337122
Swisscontact,swisscontact,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,97.87264938648079,95.70434782608696,100.0,0.0,73.39424930314193,97.87264938648079,95.70434782608696,100.0,0.0,73.39424930314193
Sympany+,simone_sympany,-,-,-,-,0.0,-,-,-,-,0.0
Synergie des Femmes pour la Paix et la Réconciliation des Peuples des Grands Lacs d'Afrique,spr,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Synergía - Initiatives for Human Rights,synergiaihr,0.0,33.33333333333333,-,100.0,33.33333333333333,0.0,33.33333333333333,-,100.0,33.33333333333333
Syria Justice and Accountability Centre (SJAC),sjac,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Syria Relief,sr,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Syrian Center for Media and Freedom of Expression,scm,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Tameer-e-Khalaq Foundation,tkf1234,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Tanager,tan,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Target TB,targettb,-,-,-,-,0.0,-,-,-,-,0.0
TB Alert,tbalert,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Teach A Man To Fish,tamtf,-,-,-,-,0.0,-,-,-,-,0.0
Teach For Pakistan,tfp,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
TEAR fund Nederland,tear,16.666666666666664,92.85714285714286,100.0,100.0,77.38095238095238,16.666666666666664,92.85714285714286,100.0,100.0,77.38095238095238
Tearfund,tearfund,0.0,100.0,50.0,100.0,62.5,0.0,100.0,50.0,100.0,62.5
Tearfund VZW (TFBE),tfb_admin1,-,-,-,-,0.0,-,-,-,-,0.0
TechnoServe,tns,0.0,100.0,50.0,50.0,50.0,0.0,100.0,50.0,50.0,50.0
